,translation,zh,sim
12375,他们将如何适应，以使他们的合作伙伴来满足他或她的职业理想？,他们要如何调整，才能让伴侣实现他或者她的职业理想？,1
12376,他们会愿意为移动他们的合作伙伴的工作？,他们是否愿意为伴侣的工作搬家？,1
12377,他们会准备停止工作或减少他们的工作量，为了照顾孩子或父母？,他们是否愿意放弃工作或减少工作量，以便更好地照顾孩子或父母？,1
12378,通过这一切，男人应该记住的是，采用一种新的方法，他们没有放弃自己的角色为供应商。,通过这一切男性应当记住，采用新方法并不等于他们放弃了家庭支柱的角色。,1
12379,毕竟，提供医疗服务是每一个位作为提供现金重要。,归根结底，提供父爱与提供金钱同样重要。,1
12380,奖励是与子女的亲密关系，女性传统上享受。,他们得到的回报是与子女间建立起传统上只有女性才有的亲密关系。,1
12381,女人也一样，必须认真思考未来，他们会发现最充实的。,女性也必须认真思考她们眼中最满意的未来。,1
12382,对于许多女性来说，面临的挑战是放弃的假设，他们的工作/家庭平衡将有利于家庭的小费，这是他们谁将会不得不牺牲自己的事业。,对许多女性而言，挑战在于放弃其工作/家庭平衡必须向家庭倾斜的假设，也就是她们必须牺牲自己的事业来成全家庭。,1
12383,当然，很多女性可能会选择强调家庭（如将许多男人）。,当然，许多女性会自愿选择把家庭作为重点（很多男性也是）。,1
12384,问题的关键是选择：多少精力投入到自己的家选择的基础上，激情的职业生涯的选择，和一个真正平等的伙伴的选择。,关键在于选择权：选择将多少精力投入到家庭方面，以兴趣爱好为基础来选择事业，以及选择真正平等的终身伴侣。,1
12385,坚持护理人员和养家糊口的平等的伙伴关系需要双方的妥协。,实现照顾家庭和经济支柱间平等的合作关系需要双方都做出让步。,1
12386,一个女人的伟大事业上的野心应该能够找到一个合作伙伴谁愿意放慢或停止工作，支持她，只是作为一个男人应该。,有事业心的女性应当寻找一位愿意放慢脚步或放弃工作来支持她的伴侣，男人也是一样。,1
12387,但逆势性别角色是双向的。,但抗拒性别角色是双向的。,1
12388,事实上，对于这样一个动态的工作，女人必须重新调整了她的配偶的预期。,事实上，这样的机制要想发挥作用，女性必须调整她对配偶的期望。,1
12389,如果她想建立一个家庭有一个人，她绝不能成为男性的传统观念赶上了。,如果她想与男性建立家庭，她不能让传统观念中阳刚局限她的思想。,1
12390,如果她不舒服，比如说，外赢得她的丈夫，她被限制双方的合作伙伴。,如果她对挣得比配偶多感到不适应，那么她就局限了男女双方。,1
12391,简单地说，女青年的父辈和祖父辈可能提供给他们的母亲和祖母的那种支持是支撑一个女人可以或应该从她的合作伙伴的期望不是唯一的。,简言之，年轻女性的父亲和祖父可以为她们的母亲和祖母提��的那种支持并不是女性可以而且应当从伴侣那里得到的唯一支助。,1
12392,她的角色不应由老式的规则来决定，而是由她个人的长处和野心。,决定她作用的不应是某种老式的规则，而是她自身的优势和志向。,1
12393,和她的伙伴应该有信心和能力，鼓励她去实现她的潜力。,她的伴侣应当有信心和能力鼓励她发挥潜力。,1
12394,最后，毕业并不意味着家庭的工作就完成了。,最后，毕业并不意味着家庭的工作就完成了。,1
12395,父母和祖父母必须继续重塑预期发挥了关键作用 - 或者至少支持选择，他们的孩子和孙子做。,父母和祖父母必须继续在重塑预期方面发挥关键作用——或者至少支持他们的子女和孙辈做出的选择。,1
12396,这意味着接受一个儿子或孙子的决定不使用他来之不易的大学学位，成为他的未来家庭的主要经济支柱。它意味着我们需要认识到女儿或孙女的需求可能不是一个传统的“供应商”，但谁做事业上的牺牲，使她的合作伙伴来推进她的。,这其中包括接受儿子或孙子决定不用来之不易的大学学位成为日后家庭主要的经济支柱，还包括理解女儿或孙女所要的可能不是一个传统意义上的“经济支柱”，而是一个愿意牺牲自身事业推动她事业发展的丈夫。,1
12397,毕业是结束和开始的日子。,毕业既是开始也是结束。,1
12398,这一天年轻人记得，他们的家人已经为他们做出的牺牲，并考虑各种牺牲，他们会让他们的家人。,年轻人应当记住家人为自己做出的牺牲，并认真思考他们愿意为自己的家庭做些什么。,1
12399,它每天要认识到，如果家庭第一，工作不来第二;相反，生活中走到一起。,毕业当前他们还应当认识到，把家庭放在首位并不意味着工作就是从属； 相反，生活其实是各种因素的融合。,1
12400,使伊朗新政返回首页,带着伊朗协议回家,1
12401,华盛顿 - 美国政府对“关于伊朗核计划的第一步协议”最初的报告已经重点，首先是对大量的美国和西方都得到了。,华盛顿—美国政府关于“伊朗核计划初步协议”的最初说法首先强调的是这是美国和西方所获得的伟大协议。,1
12402,伊朗已同意将铀5％以上纯度的停止铀浓缩;中和其铀浓缩到接近20％的纯度的库存;停止建造其3.5％的浓缩铀的储备;断然放弃“下一代离心机”;关闭其钚反应器;并允许对其核设施的广泛的新的检查。,伊朗同意暂停5%以上浓度的核浓缩活动，封存浓度近20%的铀，停止囤积浓度为3. 5%的铀，放弃“下一代离心机”，关闭其钚反应堆，并允许对其核设施进行严格的新检查。,1
12403,作为回报，伊朗将获得“有限的，暂时的，有针对性的和可逆的救济”从国际制裁。,作为回报，伊朗将获得对其国际制裁的“有限的、暂时的、有目标的、可撤销的放松”。,1
12404,该协议只涵盖未来六个月，在此期间，双方试图达成一个最终的全面协议。,这一协议只在未来六个月有效，在此期间，双方将试图达成最后的全面协议。,1
12405,现在，奥巴马总统所说的那样，负担遗体，从美国来看，“伊朗向世界证明其核计划将完全用于和平目的。”,至于现在，正如美国总统奥巴马所说，从美国的立场看，负担仍“在于要想世界证明其核计划只用和平目的”。,1
12406,取景的问题这种方式反映了需要甚至是有限的，暂时的协议，出售持怀疑态度的美国国会。,将这一问题如此定性反映了需要向狐疑的国会兜售的方案甚至会更加有限、更加临时性。,1
12407,以色列的清单不满与整个谈判进程，其总理内塔尼亚胡强调，以人谁听在过去的三个月里，回荡大声以色列的许多国会议员的朋友。,以色列对整个谈判过程非常不满，在过去3个月中，以色列总理内塔尼亚胡一直在表示这个观点，并在国会亲以色列派中引起了强烈的回响。,1
12408,事实上，以色列的立场垫奥巴马的共和党对手的愿望画他的软弱，幼稚与伊朗，仍然介绍了美国作为一个国家的谈判“大撒旦”。,事实上，以色列的立场助长了奥巴马的共和党反对者指责他在对伊朗这个仍然将美国描述为“大恶魔”的国家的谈判中显得软弱而天真。,1
12409,共和党和民主党扬言要通过新一轮针对伊朗的严厉制裁的在12月。,共和党和民主党均威胁要在12月通过针对伊朗的新一轮严厉制裁。,1
12410,因此，奥巴马必须集中尽可能多的推撞国内强硬派早在上采取强硬与伊朗的谈判。,因此，奥巴马必须花亚于在伊朗谈判中采取强硬立场的力气“搞掂”国内强硬派。,1
12411,这是不足为奇的。,这并不令人奇怪。,1
12412,人们希望，伊朗政府宣布向本国人民读取大致相同，在倒车时，着眼于重大的让步，伊朗谈判代表已经赢了。,你完全可以估计伊朗政府向其人民说的话也同样强硬，集中强调伊朗谈判者所赢得的让步。,1
